project_id,project_name,project_type,business_unit,region,priority,start_date,planned_end_date,actual_end_date,planned_duration_days,actual_duration_days,delay_days,delayed_flag,major_delay_flag,budget_gbp,sponsor,project_manager,milestone_count,critical_milestone_count,delayed_milestone_count,critical_milestone_missed_count,avg_milestone_delay_days,max_milestone_delay_days,issue_count,unresolved_issue_count,high_severity_issue_count,avg_issue_days_open,approval_delay_issue_count,vendor_delay_issue_count,resource_shortage_issue_count,scope_change_issue_count,dependency_blocker_issue_count,procurement_delay_issue_count,technical_issue_count,planned_team_size,actual_team_size,resource_gap,resource_gap_pct,overtime_hours,attrition_flag,change_request_count,approved_scope_change_count,late_scope_change_flag,scope_change_impact,schedule_variance_pct,resource_gap_flag,high_overtime_flag,preventable_delay_flag,risk_score,risk_band
P146,Operations Improvement UK Program 146,Operations Improvement,Technology,UK,Medium,2025-07-31 00:00:00,2025-12-19 00:00:00,2025-12-24 00:00:00,141,146,5,1,0,1392000,Sponsor_03,PM_18,6,4,4,3,0.8333333333333334,2,7,0,2,12.428571428571429,1,2,1,2,0,0,1,14,16,0,0.0,26,0,1,1,0,Medium,0.03546099290780142,0,0,1,5,Medium
P147,Transformation Europe Program 147,Transformation,Customer Experience,Europe,Low,2024-05-22 00:00:00,2024-11-05 00:00:00,2024-11-05 00:00:00,167,167,0,0,0,675000,Sponsor_11,PM_09,6,4,0,0,0.0,0,8,1,1,28.625,3,1,0,2,1,0,1,6,7,0,0.0,61,0,1,0,0,Low,0.0,0,0,1,1,Low
P148,IT Delivery Australia Program 148,IT Delivery,Technology,Australia,Medium,2025-07-03 00:00:00,2025-10-22 00:00:00,2025-11-21 00:00:00,111,141,30,1,0,403000,Sponsor_11,PM_08,6,4,6,4,5.5,9,6,2,0,34.333333333333336,0,0,2,1,2,1,0,14,16,0,0.0,86,0,2,1,0,Low,0.2702702702702703,0,1,1,3,Medium
P149,Product Launch UK Program 149,Product Launch,Operations,UK,High,2025-06-06 00:00:00,2026-01-14 00:00:00,2026-01-28 00:00:00,222,236,14,1,0,1322000,Sponsor_12,PM_19,6,4,5,3,2.3333333333333335,5,10,2,3,31.6,0,0,2,0,3,3,2,13,15,0,0.0,75,0,2,2,0,Medium,0.06306306306306306,0,0,1,4,Medium
P150,Transformation UK Program 150,Transformation,Operations,UK,Low,2024-05-25 00:00:00,2024-11-20 00:00:00,2024-11-20 00:00:00,179,179,0,0,0,818000,Sponsor_08,PM_11,6,4,0,0,0.0,0,6,0,3,14.166666666666666,2,2,0,1,0,0,1,7,9,0,0.0,89,0,2,1,0,Low,0.0,0,1,1,5,Medium
P151,Client Implementation Europe Program 151,Client Implementation,Sales,Europe,Low,2024-06-17 00:00:00,2024-11-16 00:00:00,2024-12-01 00:00:00,152,167,15,1,0,1236000,Sponsor_09,PM_06,6,4,5,4,3.0,6,12,5,5,47.5,4,2,1,1,0,3,1,6,6,0,0.0,80,0,0,0,0,Medium,0.09868421052631579,0,1,1,9,High
P152,Client Implementation UK Program 152,Client Implementation,Customer Experience,UK,Medium,2024-01-05 00:00:00,2024-05-28 00:00:00,2024-06-10 00:00:00,144,157,13,1,0,601000,Sponsor_13,PM_09,6,4,4,3,2.1666666666666665,4,5,0,1,10.6,0,0,1,1,1,2,0,15,16,0,0.0,23,0,0,0,0,Low,0.09027777777777778,0,0,1,2,Low
P153,IT Delivery Europe Program 153,IT Delivery,Operations,Europe,Low,2024-11-16 00:00:00,2025-05-24 00:00:00,2025-05-24 00:00:00,189,189,0,0,0,1431000,Sponsor_10,PM_13,6,4,0,0,0.0,0,4,0,2,14.75,0,1,1,1,0,0,1,5,7,0,0.0,90,0,0,0,0,Medium,0.0,0,1,1,3,Medium
P154,Operations Improvement UK Program 154,Operations Improvement,Sales,UK,Medium,2025-02-01 00:00:00,2025-08-17 00:00:00,2025-09-08 00:00:00,197,219,22,1,0,1401000,Sponsor_10,PM_05,6,4,6,4,4.0,6,6,1,2,40.833333333333336,4,1,0,1,0,0,0,10,12,0,0.0,119,0,0,0,0,Medium,0.1116751269035533,0,1,1,6,High
P155,Transformation Australia Program 155,Transformation,Operations,Australia,High,2024-02-24 00:00:00,2024-08-23 00:00:00,2024-09-19 00:00:00,181,208,27,1,0,199000,Sponsor_03,PM_16,6,4,6,4,4.833333333333333,9,11,4,6,40.45454545454545,3,1,3,2,0,1,1,7,9,0,0.0,62,0,4,1,1,Medium,0.14917127071823205,0,0,1,9,High
P156,Transformation UK Program 156,Transformation,Technology,UK,Medium,2025-07-04 00:00:00,2025-12-14 00:00:00,2025-12-20 00:00:00,163,169,6,1,0,524000,Sponsor_10,PM_15,6,4,2,2,1.6666666666666667,8,11,2,4,24.90909090909091,5,3,1,2,0,0,0,15,16,0,0.0,14,0,2,2,0,Medium,0.03680981595092025,0,0,1,4,Medium
P157,Operations Improvement Europe Program 157,Operations Improvement,Customer Experience,Europe,High,2025-07-13 00:00:00,2025-12-05 00:00:00,2025-12-05 00:00:00,145,145,0,0,0,1050000,Sponsor_12,PM_04,6,4,0,0,0.0,0,4,0,2,26.75,0,0,0,2,0,1,1,14,14,0,0.0,33,0,1,0,0,High,0.0,0,0,1,2,Low
P158,Operations Improvement UK Program 158,Operations Improvement,Technology,UK,Medium,2025-03-14 00:00:00,2025-07-24 00:00:00,2025-07-24 00:00:00,132,132,0,0,0,1441000,Sponsor_13,PM_05,6,4,0,0,0.0,0,7,0,4,16.142857142857142,1,2,2,1,0,1,0,7,8,0,0.0,35,0,3,3,0,Medium,0.0,0,0,1,3,Medium
P159,Client Implementation Australia Program 159,Client Implementation,Operations,Australia,High,2024-04-07 00:00:00,2024-08-09 00:00:00,2024-09-21 00:00:00,124,167,43,1,1,1716000,Sponsor_15,PM_14,6,4,6,4,7.5,16,7,2,2,36.285714285714285,0,1,2,2,0,1,1,4,2,2,0.5,57,0,5,4,1,High,0.3467741935483871,1,0,1,7,High
P160,IT Delivery UK Program 160,IT Delivery,Finance,UK,High,2025-04-07 00:00:00,2025-07-25 00:00:00,2025-07-25 00:00:00,109,109,0,0,0,1477000,Sponsor_07,PM_03,6,4,0,0,0.0,0,6,0,1,16.833333333333332,0,1,1,0,0,1,3,12,12,0,0.0,62,0,0,0,0,High,0.0,0,0,1,0,Low
P161,Client Implementation Europe Program 161,Client Implementation,Sales,Europe,Low,2025-01-01 00:00:00,2025-04-17 00:00:00,2025-04-27 00:00:00,106,116,10,1,0,1274000,Sponsor_04,PM_13,6,4,3,2,1.6666666666666667,4,5,2,2,34.6,2,0,1,0,0,2,0,10,9,1,0.1,106,0,2,1,0,Low,0.09433962264150944,0,1,1,6,High
P162,Operations Improvement UK Program 162,Operations Improvement,Technology,UK,High,2025-04-15 00:00:00,2025-07-18 00:00:00,2025-08-09 00:00:00,94,116,22,1,0,434000,Sponsor_08,PM_06,6,4,6,4,4.166666666666667,6,8,1,1,15.125,3,1,2,0,0,2,0,11,13,0,0.0,116,1,1,1,0,Low,0.23404255319148937,0,1,1,4,Medium
P163,Operations Improvement UK Program 163,Operations Improvement,Customer Experience,UK,Low,2025-01-04 00:00:00,2025-06-07 00:00:00,2025-07-01 00:00:00,154,178,24,1,0,348000,Sponsor_11,PM_12,6,4,6,4,4.833333333333333,10,7,0,3,20.0,0,0,2,3,1,0,1,14,16,0,0.0,96,0,2,2,0,Low,0.15584415584415584,0,1,1,5,Medium
P164,Operations Improvement Europe Program 164,Operations Improvement,Sales,Europe,Medium,2025-03-31 00:00:00,2025-07-01 00:00:00,2025-07-24 00:00:00,92,115,23,1,0,196000,Sponsor_14,PM_11,6,4,6,4,4.166666666666667,6,7,1,2,24.857142857142858,1,0,3,1,0,1,1,5,2,3,0.6,78,0,2,2,0,Low,0.25,1,0,1,5,Medium
P165,Transformation UK Program 165,Transformation,Operations,UK,Medium,2024-05-16 00:00:00,2024-09-19 00:00:00,2024-10-06 00:00:00,126,143,17,1,0,320000,Sponsor_10,PM_17,6,4,5,4,3.5,8,7,0,2,13.571428571428571,1,1,0,0,4,1,0,4,2,2,0.5,180,0,1,0,0,Medium,0.1349206349206349,1,1,1,6,High
P166,Operations Improvement UK Program 166,Operations Improvement,Customer Experience,UK,High,2025-01-28 00:00:00,2025-07-26 00:00:00,2025-08-23 00:00:00,179,207,28,1,0,1059000,Sponsor_13,PM_11,6,4,6,4,5.833333333333333,14,5,2,1,58.2,1,1,1,0,1,1,0,6,7,0,0.0,76,0,0,0,0,Low,0.1564245810055866,0,0,1,2,Low
P167,Client Implementation Europe Program 167,Client Implementation,Technology,Europe,Low,2024-11-04 00:00:00,2025-03-26 00:00:00,2025-03-31 00:00:00,142,147,5,1,0,1240000,Sponsor_09,PM_20,6,4,3,2,1.3333333333333333,6,3,0,0,6.0,1,0,0,0,0,1,1,7,5,2,0.286,146,0,1,0,0,Low,0.035211267605633804,1,1,1,4,Medium
P168,Product Launch UK Program 168,Product Launch,Customer Experience,UK,Low,2025-03-06 00:00:00,2025-09-05 00:00:00,2025-09-30 00:00:00,183,208,25,1,0,1298000,Sponsor_13,PM_06,6,4,4,3,4.166666666666667,9,12,3,3,33.916666666666664,2,3,3,1,1,1,1,11,8,3,0.273,23,1,1,1,0,Low,0.1366120218579235,1,0,1,7,High
P169,Product Launch UK Program 169,Product Launch,Customer Experience,UK,Medium,2025-05-28 00:00:00,2025-12-10 00:00:00,2026-01-08 00:00:00,196,225,29,1,0,1047000,Sponsor_02,PM_13,6,4,6,4,5.5,9,5,1,1,27.0,0,3,0,1,0,0,1,14,13,1,0.071,40,0,0,0,0,Low,0.14795918367346939,0,0,1,3,Medium
P170,Operations Improvement Europe Program 170,Operations Improvement,Technology,Europe,Medium,2024-03-08 00:00:00,2024-08-24 00:00:00,2024-09-02 00:00:00,169,178,9,1,0,1610000,Sponsor_12,PM_14,6,4,4,3,2.3333333333333335,10,3,1,1,25.333333333333332,0,0,2,0,0,0,1,7,7,0,0.0,78,0,1,1,0,Medium,0.05325443786982249,0,0,1,2,Low
P171,IT Delivery UK Program 171,IT Delivery,Technology,UK,High,2024-05-20 00:00:00,2024-08-20 00:00:00,2024-09-07 00:00:00,92,110,18,1,0,515000,Sponsor_06,PM_16,6,4,6,4,3.1666666666666665,5,9,1,2,16.88888888888889,0,0,0,4,3,2,0,12,11,1,0.083,52,0,0,0,0,Low,0.1956521739130435,0,0,1,4,Medium
P172,Product Launch Europe Program 172,Product Launch,Operations,Europe,Medium,2024-09-26 00:00:00,2025-05-21 00:00:00,2025-06-11 00:00:00,237,258,21,1,0,1465000,Sponsor_08,PM_03,6,4,6,4,4.5,12,5,1,2,29.2,0,1,1,1,0,2,0,11,9,2,0.182,114,1,0,0,0,High,0.08860759493670886,1,1,1,6,High
P173,Product Launch Europe Program 173,Product Launch,Technology,Europe,High,2024-01-03 00:00:00,2024-04-13 00:00:00,2024-05-05 00:00:00,101,123,22,1,0,205000,Sponsor_01,PM_08,6,4,5,3,3.6666666666666665,8,6,1,1,19.666666666666668,0,1,2,0,0,3,0,11,8,3,0.273,161,0,0,0,0,Low,0.21782178217821782,1,1,1,4,Medium
P174,Operations Improvement UK Program 174,Operations Improvement,Technology,UK,High,2025-01-16 00:00:00,2025-05-16 00:00:00,2025-05-16 00:00:00,120,120,0,0,0,1208000,Sponsor_03,PM_02,6,4,0,0,0.0,0,7,1,2,16.714285714285715,0,1,2,2,1,0,1,7,4,3,0.429,139,0,2,2,0,High,0.0,1,1,1,4,Medium
P175,IT Delivery Europe Program 175,IT Delivery,Sales,Europe,High,2024-11-07 00:00:00,2025-04-08 00:00:00,2025-06-01 00:00:00,152,206,54,1,1,1130000,Sponsor_10,PM_12,6,4,5,4,9.833333333333334,20,8,0,3,12.75,1,2,0,1,0,1,3,11,9,2,0.182,58,1,5,4,0,Medium,0.35526315789473684,1,0,1,6,High
P176,IT Delivery UK Program 176,IT Delivery,Technology,UK,High,2025-01-20 00:00:00,2025-07-07 00:00:00,2025-08-19 00:00:00,168,211,43,1,1,392000,Sponsor_09,PM_07,6,4,6,4,7.333333333333333,14,9,2,4,33.888888888888886,1,0,3,1,2,0,2,7,5,2,0.286,202,1,2,0,0,High,0.25595238095238093,1,1,1,6,High
P177,Product Launch Europe Program 177,Product Launch,Customer Experience,Europe,Medium,2025-01-16 00:00:00,2025-08-11 00:00:00,2025-09-20 00:00:00,207,247,40,1,1,1711000,Sponsor_10,PM_03,6,4,5,4,8.0,16,8,1,1,33.5,4,1,1,0,0,1,1,5,6,0,0.0,72,1,0,0,0,Medium,0.1932367149758454,0,0,1,3,Medium
P178,Operations Improvement Europe Program 178,Operations Improvement,Operations,Europe,Low,2024-11-30 00:00:00,2025-05-20 00:00:00,2025-06-13 00:00:00,171,195,24,1,0,1107000,Sponsor_04,PM_09,6,4,6,4,4.666666666666667,8,7,2,1,27.714285714285715,2,0,1,2,1,0,1,5,2,3,0.6,59,1,1,1,0,Medium,0.14035087719298245,1,0,1,4,Medium
P179,IT Delivery Australia Program 179,IT Delivery,Operations,Australia,Medium,2024-07-31 00:00:00,2025-02-21 00:00:00,2025-04-06 00:00:00,205,249,44,1,1,811000,Sponsor_05,PM_15,6,4,6,4,8.166666666666666,13,11,2,5,36.54545454545455,1,2,2,2,0,2,2,5,6,0,0.0,5,0,5,5,1,High,0.2146341463414634,0,0,1,7,High
P180,Product Launch UK Program 180,Product Launch,Operations,UK,High,2024-06-27 00:00:00,2024-10-02 00:00:00,2024-10-30 00:00:00,97,125,28,1,0,1008000,Sponsor_09,PM_15,6,4,6,4,6.833333333333333,26,9,2,3,23.0,0,1,1,3,1,2,1,15,13,2,0.133,51,1,3,2,0,Low,0.28865979381443296,0,0,1,4,Medium
P181,Transformation Europe Program 181,Transformation,Customer Experience,Europe,Medium,2024-03-27 00:00:00,2024-11-21 00:00:00,2025-01-12 00:00:00,239,291,52,1,1,1380000,Sponsor_15,PM_09,6,4,6,4,10.0,16,10,4,5,65.3,1,0,1,3,3,0,2,5,5,0,0.0,103,1,3,2,0,High,0.2175732217573222,0,1,1,7,High
P182,Transformation Europe Program 182,Transformation,Customer Experience,Europe,Medium,2025-05-23 00:00:00,2025-08-28 00:00:00,2025-10-22 00:00:00,97,152,55,1,1,963000,Sponsor_03,PM_14,6,4,5,4,11.833333333333334,32,12,2,5,23.416666666666668,1,1,2,4,1,0,3,9,6,3,0.333,177,0,5,4,1,High,0.5670103092783505,1,1,1,8,High
P183,IT Delivery Europe Program 183,IT Delivery,Finance,Europe,Low,2024-03-30 00:00:00,2024-09-07 00:00:00,2024-10-02 00:00:00,161,186,25,1,0,964000,Sponsor_07,PM_05,6,4,6,4,4.333333333333333,7,7,1,4,21.714285714285715,1,0,4,0,0,1,1,7,8,0,0.0,101,1,0,0,0,Low,0.15527950310559005,0,1,1,5,Medium
P184,IT Delivery Europe Program 184,IT Delivery,Finance,Europe,Low,2025-02-01 00:00:00,2025-07-10 00:00:00,2025-09-04 00:00:00,159,215,56,1,1,548000,Sponsor_06,PM_01,6,4,6,4,10.0,15,6,1,1,40.5,2,0,1,0,1,1,1,13,10,3,0.231,140,0,0,0,0,Medium,0.3522012578616352,1,1,1,5,Medium
P185,Product Launch Europe Program 185,Product Launch,Customer Experience,Europe,High,2024-09-29 00:00:00,2025-05-13 00:00:00,2025-06-24 00:00:00,226,268,42,1,1,1800000,Sponsor_13,PM_02,6,4,6,4,8.666666666666666,20,10,0,3,10.3,3,2,2,0,1,1,1,7,5,2,0.286,65,1,0,0,0,Medium,0.18584070796460178,1,0,1,7,High
P186,Product Launch Australia Program 186,Product Launch,Sales,Australia,Medium,2025-07-31 00:00:00,2025-12-04 00:00:00,2025-12-27 00:00:00,126,149,23,1,0,1333000,Sponsor_14,PM_07,6,4,6,4,4.5,8,9,0,2,14.555555555555555,1,2,1,0,1,3,1,11,8,3,0.273,79,0,0,0,0,Low,0.18253968253968253,1,0,1,6,High
P187,IT Delivery UK Program 187,IT Delivery,Sales,UK,Low,2024-05-13 00:00:00,2024-11-06 00:00:00,2025-01-08 00:00:00,177,240,63,1,1,1648000,Sponsor_15,PM_06,6,4,6,4,11.0,19,11,1,3,18.363636363636363,1,0,3,3,0,2,2,9,7,2,0.222,218,1,3,2,0,Medium,0.3559322033898305,1,1,1,6,High
P188,Operations Improvement UK Program 188,Operations Improvement,Customer Experience,UK,Medium,2024-11-05 00:00:00,2025-04-26 00:00:00,2025-04-26 00:00:00,172,172,0,0,0,459000,Sponsor_12,PM_06,6,4,0,0,0.0,0,6,1,3,17.833333333333332,2,1,1,0,1,1,0,10,8,2,0.2,201,0,0,0,0,Medium,0.0,1,1,1,5,Medium
P189,Operations Improvement UK Program 189,Operations Improvement,Technology,UK,High,2024-10-28 00:00:00,2025-02-27 00:00:00,2025-03-25 00:00:00,122,148,26,1,0,543000,Sponsor_12,PM_01,6,4,5,3,4.333333333333333,9,7,2,2,28.714285714285715,3,1,2,0,0,1,0,13,10,3,0.231,66,0,0,0,0,High,0.21311475409836064,1,0,1,6,High
P190,Product Launch UK Program 190,Product Launch,Sales,UK,Medium,2024-11-23 00:00:00,2025-04-04 00:00:00,2025-04-21 00:00:00,132,149,17,1,0,1482000,Sponsor_14,PM_03,6,4,5,3,2.8333333333333335,6,7,2,3,31.142857142857142,1,2,0,1,1,0,2,15,12,3,0.2,87,1,3,2,0,Low,0.12878787878787878,1,1,1,7,High
P191,Operations Improvement UK Program 191,Operations Improvement,Technology,UK,Medium,2025-03-24 00:00:00,2025-10-07 00:00:00,2025-10-14 00:00:00,197,204,7,1,0,520000,Sponsor_08,PM_14,6,4,4,3,1.8333333333333333,8,3,0,1,10.333333333333334,0,0,0,1,0,1,1,10,11,0,0.0,83,0,0,0,0,High,0.03553299492385787,0,1,1,3,Medium
P192,Operations Improvement UK Program 192,Operations Improvement,Operations,UK,Low,2024-06-23 00:00:00,2024-12-26 00:00:00,2025-02-07 00:00:00,186,229,43,1,1,509000,Sponsor_09,PM_03,6,4,5,3,7.166666666666667,12,6,2,1,42.333333333333336,1,0,2,2,0,1,0,5,7,0,0.0,3,0,2,0,0,High,0.23118279569892472,0,0,1,2,Low
P193,Transformation UK Program 193,Transformation,Customer Experience,UK,High,2024-07-29 00:00:00,2024-12-14 00:00:00,2025-01-13 00:00:00,138,168,30,1,0,1018000,Sponsor_12,PM_18,6,4,6,4,6.0,12,11,1,3,18.545454545454547,1,1,3,0,2,2,2,15,12,3,0.2,32,0,0,0,0,Low,0.21739130434782608,1,0,1,5,Medium
P194,Operations Improvement Europe Program 194,Operations Improvement,Operations,Europe,Medium,2025-05-06 00:00:00,2025-09-24 00:00:00,2025-09-24 00:00:00,141,141,0,0,0,378000,Sponsor_04,PM_01,6,4,0,0,0.0,0,6,3,2,39.666666666666664,1,2,2,0,0,1,0,6,3,3,0.5,98,0,0,0,0,Medium,0.0,1,1,1,5,Medium
P195,IT Delivery UK Program 195,IT Delivery,Sales,UK,Medium,2025-01-25 00:00:00,2025-07-28 00:00:00,2025-09-13 00:00:00,184,231,47,1,1,562000,Sponsor_01,PM_15,6,4,4,3,7.833333333333333,19,12,2,4,39.333333333333336,2,1,0,5,3,0,1,8,9,0,0.0,7,1,1,1,0,High,0.2554347826086957,0,0,1,5,Medium
P196,Client Implementation UK Program 196,Client Implementation,Operations,UK,Medium,2024-03-03 00:00:00,2024-09-08 00:00:00,2024-09-19 00:00:00,189,200,11,1,0,1250000,Sponsor_09,PM_14,6,4,6,4,2.0,3,6,0,3,17.833333333333332,1,2,0,1,0,1,1,14,14,0,0.0,38,1,3,3,0,High,0.0582010582010582,0,0,1,5,Medium
P197,IT Delivery Europe Program 197,IT Delivery,Customer Experience,Europe,Low,2024-05-30 00:00:00,2024-09-27 00:00:00,2024-11-17 00:00:00,120,171,51,1,1,1730000,Sponsor_03,PM_15,6,4,5,4,9.166666666666666,16,10,0,4,12.0,2,1,2,1,3,0,1,6,8,0,0.0,55,0,5,3,1,Medium,0.425,0,0,1,7,High
P198,Operations Improvement UK Program 198,Operations Improvement,Technology,UK,Low,2025-07-23 00:00:00,2026-01-30 00:00:00,2026-02-07 00:00:00,191,199,8,1,0,1310000,Sponsor_14,PM_11,6,4,6,4,1.5,2,3,2,1,61.666666666666664,0,1,0,2,0,0,0,8,10,0,0.0,79,0,3,0,0,Low,0.041884816753926704,0,0,1,2,Low
P199,Transformation Europe Program 199,Transformation,Sales,Europe,Medium,2024-04-12 00:00:00,2024-08-07 00:00:00,2024-09-15 00:00:00,117,156,39,1,1,1332000,Sponsor_13,PM_04,6,4,5,4,7.5,13,7,2,4,30.142857142857142,1,0,0,4,2,0,0,8,10,0,0.0,62,0,4,2,0,Medium,0.3333333333333333,0,0,1,4,Medium
P200,Transformation UK Program 200,Transformation,Technology,UK,Medium,2024-12-05 00:00:00,2025-05-04 00:00:00,2025-05-27 00:00:00,150,173,23,1,0,280000,Sponsor_15,PM_16,6,4,5,4,4.166666666666667,7,9,1,2,20.0,1,0,1,2,3,0,2,8,7,1,0.125,99,0,2,2,0,High,0.15333333333333332,0,1,1,5,Medium
